energiesP,transmissionBRP,transmissionTLP,transmissionTRP, dos_DP
-8.698698698698699161e+00,9.841473179431881442e-19,3.035198839171426243e-18,1.458468696876842677e-18,5.955597152132310413e-04
-8.678678678678679148e+00,7.292397509435500449e-19,2.511360997055419660e-18,1.341833577107924735e-18,4.739324726059074137e-04
-8.658658658658659135e+00,5.659142637662645013e-19,2.450186060945826761e-18,1.433629973923329382e-18,4.204456808137138667e-04
-8.638638638638639122e+00,4.133392878484832153e-19,2.828913616177502623e-18,1.760693095634531358e-18,4.077222177852057872e-04
-8.618618618618619109e+00,2.213434096811024300e-19,4.083458353930820966e-18,2.569354688622606509e-18,4.285771906408833150e-04
-8.598598598598599096e+00,1.260787142590716440e-19,8.720746779473259401e-18,5.089271123076076093e-18,4.889500869047490620e-04
-8.578578578578579084e+00,8.788230136562932958e-18,5.771393502435202425e-17,2.701321257305865611e-17,6.132624348892548680e-04
-8.558558558558559071e+00,5.765893971669369872e-17,8.940326067593350729e-17,2.620793363832105476e-17,8.725378024955401240e-04
-8.538538538538539058e+00,1.432992896702704629e-17,9.059249384338525264e-18,1.118023277644293015e-18,1.511058737550525230e-03
-8.518518518518519045e+00,1.117637428841390914e-17,4.089053231042128785e-18,2.236434798657878062e-19,3.837519977322760220e-03
-8.498498498498499032e+00,1.151979989529964366e-17,3.189833595010662016e-18,3.867295315940523718e-19,3.391748285331813717e-02
-8.478478478478479019e+00,1.350747830101633134e-17,3.439382421623670435e-18,8.952222958239639199e-19,3.033501660995257740e-02
-8.458458458458459006e+00,1.715763347744267044e-17,4.550818103021108264e-18,1.789407829605705733e-18,3.824963664104681638e-03
-8.438438438438438993e+00,2.314561240211097018e-17,6.870632325350037220e-18,3.332292932280098395e-18,1.719558542592867926e-03
